datetime	open	high	low	close	volume
04.10.2025 00:00	101350.0	101350.0	101350.0	101350.0	1
05.10.2025 00:00	100600.0	100600.0	100600.0	100600.0	1
06.10.2025 00:00	102790.0	104700.0	102790.0	103890.0	5
07.10.2025 00:00	104740.0	104740.0	104740.0	104740.0	1
08.10.2025 00:00	105200.0	105200.0	102000.0	102000.0	5
09.10.2025 00:00	101340.0	104160.0	100460.0	104160.0	6
10.10.2025 00:00	104160.0	104160.0	104160.0	104160.0	3
13.10.2025 00:00	103150.0	104780.0	103020.0	103440.0	43
14.10.2025 00:00	103500.0	103500.0	103390.0	103390.0	2
15.10.2025 00:00	103630.0	104230.0	103630.0	104230.0	2
16.10.2025 00:00	102740.0	108700.0	102740.0	108700.0	32
17.10.2025 00:00	106280.0	106280.0	106220.0	106220.0	5
19.10.2025 00:00	107810.0	107810.0	107810.0	107810.0	1
21.10.2025 00:00	107810.0	107810.0	103000.0	104540.0	33
22.10.2025 00:00	104220.0	104220.0	101770.0	102650.0	9
23.10.2025 00:00	101000.0	101400.0	100720.0	101400.0	10
24.10.2025 00:00	102010.0	102010.0	100980.0	101920.0	5
27.10.2025 00:00	101150.0	101150.0	99000.0	99000.0	17
28.10.2025 00:00	100350.0	101090.0	100350.0	101000.0	5
29.10.2025 00:00	101000.0	101000.0	100970.0	100970.0	2
31.10.2025 00:00	101410.0	101410.0	100250.0	100250.0	5
03.11.2025 00:00	102120.0	102960.0	102120.0	102960.0	2
05.11.2025 00:00	100490.0	100490.0	100490.0	100490.0	1
07.11.2025 00:00	101260.0	101750.0	101260.0	101750.0	2
10.11.2025 00:00	102600.0	102600.0	102600.0	102600.0	1
11.11.2025 00:00	101110.0	102060.0	100860.0	102060.0	3
14.11.2025 00:00	100050.0	100050.0	99800.0	99810.0	4
17.11.2025 00:00	99020.0	99020.0	98740.0	98740.0	2
18.11.2025 00:00	99480.0	99480.0	99480.0	99480.0	1
19.11.2025 00:00	101740.0	105320.0	101740.0	104020.0	16
20.11.2025 00:00	104080.0	106510.0	103730.0	106480.0	10
21.11.2025 00:00	106950.0	108490.0	106630.0	108150.0	12
24.11.2025 00:00	108540.0	109000.0	107140.0	107960.0	23
25.11.2025 00:00	108000.0	108440.0	106140.0	108440.0	16
27.11.2025 00:00	107900.0	107900.0	105850.0	106560.0	11
28.11.2025 00:00	106840.0	109740.0	106840.0	109360.0	14
29.11.2025 00:00	109460.0	109920.0	109090.0	109090.0	6
30.11.2025 00:00	109860.0	110000.0	109860.0	110000.0	3
01.12.2025 00:00	109410.0	110660.0	109110.0	110660.0	31
02.12.2025 00:00	109910.0	110740.0	108560.0	109870.0	26
03.12.2025 00:00	109180.0	110000.0	107020.0	110000.0	15
04.12.2025 00:00	110000.0	111110.0	109960.0	111110.0	22
05.12.2025 00:00	111490.0	112690.0	111080.0	112150.0	87
08.12.2025 00:00	111780.0	112680.0	110550.0	111220.0	11
09.12.2025 00:00	111150.0	111900.0	110550.0	111740.0	13
10.12.2025 00:00	111890.0	111890.0	109680.0	109850.0	30
11.12.2025 00:00	111210.0	111210.0	109630.0	111040.0	10
12.12.2025 00:00	110040.0	110460.0	108630.0	108800.0	10
13.12.2025 00:00	109280.0	109280.0	109280.0	109280.0	1
14.12.2025 00:00	109040.0	109040.0	109040.0	109040.0	1
15.12.2025 00:00	109350.0	110540.0	108690.0	109200.0	69
16.12.2025 00:00	109560.0	110590.0	109560.0	110590.0	15
17.12.2025 00:00	110700.0	110700.0	108000.0	108490.0	74
18.12.2025 00:00	108460.0	109630.0	107640.0	108070.0	179
19.12.2025 00:00	108500.0	108650.0	106440.0	108570.0	342
20.12.2025 00:00	108610.0	109210.0	108610.0	108670.0	9
21.12.2025 00:00	108660.0	108660.0	108270.0	108310.0	8
22.12.2025 00:00	108480.0	110430.0	108000.0	109520.0	250
23.12.2025 00:00	109810.0	111490.0	109320.0	110730.0	159
24.12.2025 00:00	110550.0	110650.0	109010.0	109680.0	142
25.12.2025 00:00	109740.0	110990.0	109640.0	110720.0	159
26.12.2025 00:00	110820.0	112700.0	110770.0	112700.0	276
27.12.2025 00:00	112830.0	113020.0	112500.0	112830.0	20
28.12.2025 00:00	112500.0	113030.0	112400.0	113030.0	4
29.12.2025 00:00	112860.0	114570.0	110500.0	111470.0	178
30.12.2025 00:00	110590.0	112150.0	110110.0	110720.0	128
05.01.2026 00:00	110010.0	110010.0	107950.0	108010.0	365
06.01.2026 00:00	108690.0	109480.0	108580.0	109480.0	330
08.01.2026 00:00	108360.0	109000.0	108010.0	108740.0	230
09.01.2026 00:00	108990.0	109850.0	108650.0	109580.0	258
12.01.2026 00:00	109850.0	110510.0	109200.0	109300.0	225
13.01.2026 00:00	109300.0	109760.0	108600.0	108980.0	249
14.01.2026 00:00	108900.0	110610.0	108300.0	110020.0	216
15.01.2026 00:00	109890.0	110800.0	109120.0	110800.0	212
16.01.2026 00:00	110790.0	111900.0	110700.0	111690.0	101
18.01.2026 00:00	111930.0	111990.0	111930.0	111990.0	4
19.01.2026 00:00	112020.0	112990.0	111210.0	111970.0	88
20.01.2026 00:00	112240.0	112330.0	111000.0	111890.0	404
21.01.2026 00:00	111720.0	115440.0	111720.0	115340.0	260
22.01.2026 00:00	115340.0	117110.0	115040.0	116530.0	225
23.01.2026 00:00	116820.0	117520.0	115640.0	117450.0	223
24.01.2026 00:00	117680.0	117680.0	116190.0	117200.0	62
25.01.2026 00:00	117200.0	117800.0	117200.0	117790.0	93
26.01.2026 00:00	117020.0	117020.0	114440.0	114480.0	292
27.01.2026 00:00	114550.0	116560.0	114550.0	116420.0	228
28.01.2026 00:00	116700.0	116890.0	115400.0	115700.0	150
29.01.2026 00:00	117660.0	120250.0	116010.0	118880.0	420
30.01.2026 00:00	118500.0	118650.0	115350.0	115810.0	134
31.01.2026 00:00	116200.0	116300.0	115950.0	116270.0	28
01.02.2026 00:00	116610.0	116610.0	116290.0	116290.0	3
02.02.2026 00:00	115900.0	115900.0	113350.0	115240.0	345
03.02.2026 00:00	115240.0	115930.0	114590.0	114900.0	60
04.02.2026 00:00	114640.0	116500.0	114640.0	115150.0	138
05.02.2026 00:00	115050.0	115500.0	113150.0	113660.0	269
06.02.2026 00:00	113750.0	114140.0	112650.0	113320.0	131
07.02.2026 00:00	113420.0	113550.0	113420.0	113530.0	57
08.02.2026 00:00	113570.0	113640.0	113190.0	113190.0	41
09.02.2026 00:00	112870.0	112870.0	111700.0	112680.0	351
10.02.2026 00:00	112860.0	113500.0	112150.0	112150.0	451
11.02.2026 00:00	112630.0	114860.0	112310.0	114050.0	208
12.02.2026 00:00	114070.0	115090.0	113800.0	114340.0	217
13.02.2026 00:00	114410.0	116460.0	114000.0	116300.0	213
16.02.2026 00:00	116490.0	117040.0	115880.0	116060.0	637
17.02.2026 00:00	116190.0	117120.0	116110.0	116850.0	227
18.02.2026 00:00	116650.0	117240.0	115410.0	116080.0	665
19.02.2026 00:00	116160.0	117260.0	115920.0	116580.0	233
20.02.2026 00:00	116470.0	116850.0	116290.0	116850.0	160
